file_id,split,label,prev_text,curr_text,audio_path
2_0_7_26,train,Sad,کیا پتا طوفان تھامے تو کچھ بتائے ایک پرابلم ختم ہوتی ہے تو دوسری شروع ہو جاتی ہے,میں کیا بتاؤں ارام سے بتاؤں,audio/2_0_7_26.wav
1_0_3_38,train,Boredom,اور اب نا یہ تو کیوں کر کے ساتھ دل بھی ویران ہو گیا ہے میرا,اس کی موجودگی بھی محسوس نہیں ہوتی تھی,audio/1_0_3_38.wav
9_1_7_23,train,Sad,پتہ نہیں میرے بھولے کو دیکھ کر کیا کرے گی وہ,بتا دیتی سب سیدھی بات,audio/9_1_7_23.wav
3_0_6_29,train,Neutral,پرانے زیورات اگر پالش کر لیے جائیں تو ان کی چمک تو واپس لوٹ اتی ہے پر ان کے نقش و نگار نہیں بدلتے,لکھا ہے جو چھٹیاں تم نے افس سے لی ہیں وہ ختم ہو گئی ہیں,audio/3_0_6_29.wav
3_0_2_36,train,Fear,لوگ کیا دیکھ رہی ہو ناشتے پانی کا بندوبست کرو,اس کو کھلاؤ پلاؤ اس کی خاطر مدارت کرو,audio/3_0_2_36.wav
10_1_6_07,train,Neutral,کوئی تھوڑی بہت ہی رقم دلوا دیں,بس سلیم بھائی میں پہنچتی ہوں,audio/10_1_6_07.wav
10_1_5_05,train,Happy,تم ٹھیک ہوجاؤ پھر تمہیں لے کے چلوں گی لاہور,سارے انتظامات اُنہوں نے ہی کیے ہیں,audio/10_1_5_05.wav
1_0_3_35,train,Boredom,وہ پاس ہوئی ہے انعام کے طور پر کچھ بھجوا دو,اسے کچھ پیسے بھجوا دو,audio/1_0_3_35.wav
5_0_5_10,train,Happy,بیٹا اپی لو نا میں ا کے کرتا ہوں اچھا میں چلتا ہوں,ارے میرے بلوں چلو چلو چلو,audio/5_0_5_10.wav
9_1_3_27,train,Boredom,تمہاری صحت کے لیے اچھا نہیں ہے,پتہ نہیں کیا بات ہے,audio/9_1_3_27.wav
8_1_1_35,train,Angry,اپ ایسے ادمی کے ساتھ کہہ رہے ہیں کہ میں زندگی نبھاؤں,اور اوپر سے میرا یہ بھائی جو لاش کی طرح پڑا ہوا ہے,audio/8_1_1_35.wav
8_1_1_21,train,Angry,تم دونوں کو پتہ نہیں ہے تم دونوں کا واسطہ کس سے پڑا ہے,بھاڑ میں گئے اپ کے یہ سارے ثبوت,audio/8_1_1_21.wav
9_1_2_38,train,Fear,اس کی قدر کرو اس کا خیال رکھو,مگر اس وقت اسے تمہاری ضرورت ہے تمہیں خیال رکھنا ہوگا زین,audio/9_1_2_38.wav
8_1_7_06,train,Sad,آپ کا اور میرا رشتہ اب ساس بہو کا نہیں رہا,ڈیڈ اس کمرے سے باہر مجھے خوف آتا ہے,audio/8_1_7_06.wav
9_1_7_38,train,Sad,کتنا بدنصیب ہے میرا بیٹا,کتنا بد قسمت کتنا بے درد,audio/9_1_7_38.wav
6_1_1_05,train,Angry,تمہاری ان باتوں سے جو مجھے ذلت کا احساس ہوا ہے وہ دور ہو جائے گا,بابر کب تک تم اپنے باپ کی انگلی پکڑ کے پھرتے رہو گے,audio/6_1_1_05.wav
9_1_5_46,train,Happy,کسی چیز کی کوئی کمی نہ ہو میری پوتی کو بہت سے لوگ دیکھنے ا رہے ہیں,اس کے انے سے پورے گھر میں روشنی ہوگی,audio/9_1_5_46.wav
2_0_5_42,train,Happy,کوئی عمر کا تعلق نہیں ہے اس سے میرے بھائی,اچھی لگ رہی ہو,audio/2_0_5_42.wav
2_0_1_28,train,Angry,ادھر اؤ باہر نکالو اسے,اچھی طرح سے اس کی خاطر تواضع کرنا ایسی چائے پلانا ہے اسے کہ ائے گا دوبارہ یہ یہاں,audio/2_0_1_28.wav
5_0_5_11,train,Happy,ارے میرے بلوں چلو چلو چلو,ناشتہ بھی کریں گے چائے بھی پییں گے ٹھیک ہے چلو شاباش,audio/5_0_5_11.wav
9_1_3_21,train,Boredom,ارے کہاں جائے گا یہیں ہوگا,او اچھا اچھا,audio/9_1_3_21.wav
2_0_4_46,train,Disgust,تو مسئلہ یہ ہے کہ میں بہت شریف ادمی ہوں تمہارے جیسا پولیس افسر نہیں,مسکرانا ورانا نہیں ہے لیکن تنزیہ مسکراہٹ کا کیا مطلب,audio/2_0_4_46.wav
7_1_6_08,train,Neutral,کیا میں پوچھ سکتی ہوں کہ اپ نے فون کیوں کیا ہے,چار بجے کے بعد کسی بھی وقت مل لیتے ہیں,audio/7_1_6_08.wav
10_1_4_37,train,Disgust,منع بھی کیا تھا قاسم کو نالے کپڑے رنگ کروانے کے لیے,پھر وہ دے دی اب بولو قاسم کو,audio/10_1_4_37.wav
6_1_3_35,train,Boredom,طبیعت ٹھیک ہے طبیعت کو کیا ہونا ہے میری,میں کیا کہ سکتی ہوں,audio/6_1_3_35.wav
6_1_1_17,train,Angry,میرے میں اور برداشت نہیں ہے میں اپ کو برداشت نہیں کر سکتی جائیں یہاں سے,خدا کے واسطے میرے دروازے پہ دوبارہ نہ انا,audio/6_1_1_17.wav
3_0_6_41,train,Neutral,دروازے پر سے کان ہٹا لو اور اندر ا جاؤ,تم ضرورت کی چند چیزیں میرے بیگ میں ڈال کر مجھے روانہ کر دو,audio/3_0_6_41.wav
9_1_7_41,train,Sad,خیر بدنصیب تو میں بھی کم نہیں,اب تو اُس کے انتظار میں آنکھیں بند ہی ہونے والی ہیں,audio/9_1_7_41.wav
2_0_1_44,train,Angry,اور اج اگر اس کی ماں کو کچھ ہو جاتا تو,خدا کی قسم اگر اج مجھے اپنے مرے ہوئے باپ کا خیال نہیں ہوتا نا تو کہہ دیتا ہے میں تمہیں جاؤ لڑو خود سے,audio/2_0_1_44.wav
6_1_4_05,train,Disgust,اچھا ٹھیک ہے خدا حافظ,ہاں ہاں تمہارے نعیم بھائی شام کو اؤں گا,audio/6_1_4_05.wav
7_1_4_36,train,Disgust,ہم کونسا پوری زندگی وہاں رہنے کے لیے جا رہے ہیں,اور جو تمہاری امی رسمیں کر رہیں تھیں وہ ایسے پانی وارنے والی وہ بہت معقول ہے,audio/7_1_4_36.wav
2_0_4_45,train,Disgust,کھانا پینا چھوڑو گے تو کوئی کام پر توجہ دو گے نا,تو مسئلہ یہ ہے کہ میں بہت شریف ادمی ہوں تمہارے جیسا پولیس افسر نہیں,audio/2_0_4_45.wav
10_1_7_16,train,Sad,ہر ہر وقت روتے رہتے ہیں,میں ڈھیٹ ہو گئی ہوں ماسٹر صاحب,audio/10_1_7_16.wav
9_1_6_11,train,Neutral,اور ایسوں کو میں نے بڑی اچھی طرح سنبھلتے دیکھا ہے,میرا بھولا بھی بالکل صحیح ہو جائے گا ان شاءاللہ,audio/9_1_6_11.wav
1_0_4_49,train,Disgust,وہ تمہارے بارے اتنی بڑی بات کر رہا تھا تو کیا میں برداشت کر سکتا تھا,جاؤ تم لوگ بعد میں بات کروں گا تم سے نکمے کہیں کے,audio/1_0_4_49.wav
8_1_4_12,train,Disgust,میں ان بیویوں کی طرح نہیں ہے جو یہ سب کچھ برداشت کریں,تم بھول جاتے ہو اس لیے بار بار تمہیں یاد دلاتی ہوں,audio/8_1_4_12.wav
9_1_5_08,train,Happy,او ماسد کے جائے یہ عید نہیں ہے,تیری شادی کر رہی ہوں شادی,audio/9_1_5_08.wav
10_1_6_30,train,Neutral,ہمارا پیار اتنا ہی تھا داستانوں والا پیار نہیں تھا ہمارا,کانچ چبھ گیا ہوگا پیر میں,audio/10_1_6_30.wav
8_1_6_19,train,Neutral,اپ تو جانتے ہیں نا میری ضد اور انا کو,ٹھیک کہہ رہے ہو تم اس بار میں اپنے کسی لیول کے لڑکے سے شادی کروں گی,audio/8_1_6_19.wav
7_1_2_42,train,Fear,ہم نے ساتھ میں ڈھنگ سے وقت نہیں گزارا ہے,ہم نے ساتھ میں بیٹھ کر بات تک نہیں کی ہے,audio/7_1_2_42.wav
9_1_1_40,train,Angry,سکھ چلاکیوں کا پتہ ہے مجھے,ویسے سب نے مرنا ہے ایک دن وہ مر جائے گی تو کیا ہو جائے گا,audio/9_1_1_40.wav
1_0_5_35,train,Happy,ابھی ہم تمہارا ہی ذکر کر رہے تھے,اچھا نہ چھوڑو ان باتوں کو کچھ سوچ رہا تھا او بیٹھ کر ڈسکس کرتے ہیں,audio/1_0_5_35.wav
1_0_3_17,train,Boredom,اس وقت تم نے ذکر ہی نہیں کیا پہلے بتا دیتی,مجبور تو میں ہوں,audio/1_0_3_17.wav
3_0_3_10,train,Boredom,محبت تماشا نہیں ہوتی,دیکھو فارعہ میں تمہیں ارام سے سمجھا رہا ہوں کہ گھر چلو,audio/3_0_3_10.wav
9_1_7_22,train,Sad,لیکن اس بے کوشی میں بھی وہ اپنا سارا دکھ بول گیا باولا,پتہ نہیں میرے بھولے کو دیکھ کر کیا کرے گی وہ,audio/9_1_7_22.wav
6_1_4_06,train,Disgust,ہاں ہاں تمہارے نعیم بھائی شام کو اؤں گا,ہر دوسرے دن منہ اٹھا کر ا جاتا ہے,audio/6_1_4_06.wav
2_0_4_02,train,Disgust,ان کے گھر والے انہیں ہمارے ہمارے اسرے پر یہاں بھیجتے ہیں کل کلاں کو کوئی بات ہو گئی تو کون جواب دے گا ان کی فیملی کو,وہ کہاں گیا ہے سلیم کہاں چلے گئے تھے تم,audio/2_0_4_02.wav
3_0_6_15,train,Neutral,کیا بات ہے گھر میں کوئی نہیں ہے,تو کیا نانی ماں گھنٹی کی اواز پر دروازہ نہیں کھولتی,audio/3_0_6_15.wav
7_1_7_29,train,Sad,باقی کیا ہے وہ سب کچھ نہیں کھاتا,میں اب اُس کے گھر نہیں جاؤں گی,audio/7_1_7_29.wav
2_0_7_39,train,Sad,ہر وقت ہمیں مرنے کی دھمکیاں دیتا تھا اج ہمیں چھوڑ کر چلا گیا,میں نے نہ کبھی ایسا سوچا ہے نہ مجھے کوئی ملا ہے,audio/2_0_7_39.wav
3_0_3_21,train,Boredom,اگر اپ اجازت دیں تو,میں روبینہ سے ایک بات پوچھوں,audio/3_0_3_21.wav
2_0_1_11,train,Angry,اٹھو ابھی اسی وقت اٹھو یہاں سے,دو کوڑی کا ایس ایچ او مجھے دھمکی دے رہا ہے,audio/2_0_1_11.wav
10_1_1_33,train,Angry,دن رات کام کرتی ہوں نوکری کرتی ہوں,بسوں میں دھکے کھاتی ہوں,audio/10_1_1_33.wav
2_0_7_43,train,Sad,بہت سوچ سمجھ کر فیصلہ کیا ہے,اس گھر میں بہت بے چینی ہے,audio/2_0_7_43.wav
9_1_2_21,train,Fear,دورہ سا پڑ جاتا ہے,اکثر نہیں بس کبھی کبھار,audio/9_1_2_21.wav
1_0_2_47,train,Fear,کرنی چاہیے تھی میں نے بالکل ٹھیک کیا,میں تو اللہ کا شکر ادا کرتا ہوں کہ میں نے اس سے بات کی اور اس کی حقیقت کھل کر سامنے اگئی,audio/1_0_2_47.wav
5_0_3_25,train,Boredom,سیدھا آپ کے گھر تشریف لے کے آگیا ہوں,کیا اِن چکروں میں پڑنا تڑنا,audio/5_0_3_25.wav
9_1_5_14,train,Happy,دونوں کے دل ایک دوسرے کے محبت کے لیے بھر دے,ارے السلام علیکم,audio/9_1_5_14.wav
2_0_1_36,train,Angry,تم اپنا منہ بند رکھو,یہ کس چیز کا بل ہے,audio/2_0_1_36.wav
10_1_5_31,train,Happy,کب آئے تھے آپ تو مجھے کچھ بتایا کیوں نہیں,مجھے ملوائیں گی اُن سے,audio/10_1_5_31.wav
3_0_3_46,train,Boredom,لیکن اس سے کیا فرق پڑتا ہے,دو چار سیگریٹ تو وہاں بھی پی لیتا تھا ایسی کوئی عادت نہیں ہے اس کو,audio/3_0_3_46.wav
6_1_7_34,train,Sad,کچھ بھی سمجھ نہیں آ رہا,تو مجھے کچھ سمجھ نہیں آ رہا,audio/6_1_7_34.wav
4_0_5_36,train,Happy,ہمیشہ لگتی ہو لیکن اج زیادہ لگ رہی ہے ہو,اپ دیکھ کیوں نہیں رہی ہیں میری طرف,audio/4_0_5_36.wav
5_0_2_21,train,Fear,یارا جی دعا کریں کہ وہ لڑکی بچ جائے,تو اس نے خودکشی کی یا کسی نے اسے چھت سے دھکا دیا,audio/5_0_2_21.wav
10_1_1_23,train,Angry,اُس وقت کیوں نہیں آواز اُٹھائی,میری ماں کے لیئے کیوں آواز نہیں اُٹھائی تم نے,audio/10_1_1_23.wav
8_1_3_21,train,Boredom,انہوں نے بتا تھا,اس استری میں تو زنگ لگا ہوا تھا,audio/8_1_3_21.wav
9_1_6_20,train,Neutral,بھلے گھرانوں میں ایسے تھوڑی شادیاں ہوا کرتی ہیں,ایک آدھ دن تو دو مجھے سوچنے کو,audio/9_1_6_20.wav
2_0_7_17,train,Sad,اور بہت اکیلا ہو گیا ہوں شاید مجھے تمہاری ضرورت ہے,اتنی بدنامی پہلے کبھی دیکھی نہیں,audio/2_0_7_17.wav
1_0_7_08,train,Sad,کمبخت نفرت نے کچھ سوچنا ہی نہیں دیا,جہاں ارا اس سے ملا ہوں تو ہو مجھے اندازہ ہوا ہے کہ,audio/1_0_7_08.wav
10_1_4_12,train,Disgust,میرے اور اس کے درمیان میں سات سمندر ہیں,میرے سامنے اسی فلم کا نام مت لیا کرو,audio/10_1_4_12.wav
3_0_5_50,train,Happy,ادب پہلا کرینہ ہے محبت کے کرینوں میں,پتہ چلا کہ اس کی بنا بنیاد میں بھی لے لے اور لے ہے,audio/3_0_5_50.wav
5_0_2_13,train,Fear,کیوں شوکت کو غصہ دلا رہی ہو معافی مانگو,کسی نے ایف ائی ار تک نہ لی,audio/5_0_2_13.wav
5_0_6_33,train,Neutral,اپ کو ایسا کیوں لگتا ہے کہ اس نے خودکشی کی,جی اپ بالکل صحیح کہہ رہے ہیں یہ ہمارا کام ہے,audio/5_0_6_33.wav
6_1_6_35,train,Neutral,فارغ بیٹھنے سے تو بہتر ہے میں آگے بڑھوں,اب میرا دل چاہتا ہے کہ میں آپ لوگوں کے لیئے کچھ کروں,audio/6_1_6_35.wav
1_0_2_09,train,Fear,منور تم فون نہیں کرو گے,بدر اپنے گھر فون لگا اور اپنے باپ کو بلا,audio/1_0_2_09.wav
10_1_7_13,train,Sad,صبح اُٹھتی ہوں تو ایسا لگتا ہے کہ ابھی اُسے ہاسپٹل لے کے جاؤں گی,پھر خیال آتا ہے کہ وہ تو ہے ہی نہیں,audio/10_1_7_13.wav
3_0_2_04,train,Fear,یہ سارا کچھ اتنا اسان نہیں ہے,کیا ہوا کیا ہے جو تم نے اچانک اتنا بڑا فیصلہ کر لیا,audio/3_0_2_04.wav
2_0_3_18,train,Boredom,تمیز نہیں ہے کسی اچھے محفل میں جانے کی,پھر کیوں نہ سمجھی والی باتیں کر رہی ہیں,audio/2_0_3_18.wav
6_1_6_14,train,Neutral,اُسکے شوہر نے عمرے پہ جانا ہے تو آپ کیا کرنے جا رہی ہیں,اچھا وہ مجھے صوبیہ کی طرف جانا ہے,audio/6_1_6_14.wav
5_0_4_37,train,Disgust,جا جا کر اندر بتا عامر خان ایا ہے,میمونہ سارا گھر ہی نمونوں کا ہے,audio/5_0_4_37.wav
4_0_6_33,train,Neutral,بنگلے والے جب کسی سامان سے بور ہو جاتے ہیں یا خراب ہو جاتا ہے تو گھر سے باہر نکال دیتے ہیں,اور مجھے بگڑی ہوئی چیزوں کو ٹھیک کرنے کا شوق ہے صاحب ٹھیک کر کے اپنے سرونٹ کوارٹر میں رکھ لیتا ہوں میرے ابا بھی یہی کرتے تھے,audio/4_0_6_33.wav
9_1_7_01,train,Sad,یہ تو صحیح کہ رہا ہے تو ویسے,اپنے نصیبوں کو رو رہی ہوں,audio/9_1_7_01.wav
7_1_4_33,train,Disgust,تمہارا یہ رُعب نا مجھ پر نہیں چلنے والا,چاہتے کیا ہو تم,audio/7_1_4_33.wav
1_0_4_32,train,Disgust,زندگی تو میری برباد کر گی تم,ارے شکر کریں اپا منور نے اس پر ایف ائی ار نہیں کٹوائی,audio/1_0_4_32.wav
2_0_4_34,train,Disgust,میں نہیں چاہتا میرا پیٹ خراب ہو جائے یہ لو,اچھا بس ٹھیک ہے زیادہ غصہ کرنے کی ضرورت نہیں ہے,audio/2_0_4_34.wav
5_0_6_19,train,Neutral,میں جانتا ہوں بہت اچھی طرح سے جانتا ہوں,بہت بڑے لوگ ہیں بہت امیر ہیں,audio/5_0_6_19.wav
5_0_1_17,train,Angry,ان کی لاش لے کر دردر میں جاتا رہا,ویسے بھی تفشیش کے کچھ سوالات اتنے کڑوے ہوتے ہیں,audio/5_0_1_17.wav
4_0_4_45,train,Disgust,نسون نکیہا سمجھ سے باہر,کیا بھی بگاڑا ہے میں نے زندگی کا جو اس نے یہ سلوک کیا ہے میرے ساتھ,audio/4_0_4_45.wav
2_0_2_05,train,Fear,اپ کا انتظار ہم کیوں کریں اپ کا انتظار تو مجرموں کو ہوتا نہیں,انشاءاللہ بہت جلدی ٹھیک ہو جائے گی بہتر یہی ہوگا کہ اپ اس معاملے کو رفع دفع کریں,audio/2_0_2_05.wav
1_0_2_26,train,Fear,لیکن اس کا یہ مطلب تو نہیں کہ اپ گھر چھوڑ کر جانے کی باتیں کریں,تمہارے تینوں بندوں کو مرتسم نے اٹھا لیا ہے,audio/1_0_2_26.wav
5_0_3_13,train,Boredom,تمہارا باپ اتنا بیمار نہیں ہوا,عادت بگڑ جائے گی,audio/5_0_3_13.wav
3_0_4_27,train,Disgust,جو حیثیت میں بیتے ہوئے ایک ایک لمحے کا حساب لیں گے تم سے,مطلب تم اچھی طرح جانتی ہو,audio/3_0_4_27.wav
1_0_3_16,train,Boredom,بہت مایوسی ہوئی ہے مجھے,اس وقت تم نے ذکر ہی نہیں کیا پہلے بتا دیتی,audio/1_0_3_16.wav
2_0_1_05,train,Angry,ائندہ گھر کی کوئی بھی لڑکی ڈرائیوروں اور ملازموں کے پاس کھانا نہیں لے کر جائے گی چاہے وہ بھوکے مر جائیں,تم لوگوں کو جو کوئی کہتا ہے تم لوگ یقین کر لیتے ہو,audio/2_0_1_05.wav
3_0_6_16,train,Neutral,تو کیا نانی ماں گھنٹی کی اواز پر دروازہ نہیں کھولتی,میرا مطلب ہے کسی لوہار یا درخوان کو بلا کر یہ کام کرا لیں,audio/3_0_6_16.wav
8_1_2_30,train,Fear,تمہارے ہاگے ہاتھ جوڑتی ہوں عمیر چھوڑ دو یہ زد خدا کے لیے چھوڑ دو,وہ تو اپنی ممتا کی خاطر مجبور ہو کر ائی ہیں تمہارے پاس,audio/8_1_2_30.wav
5_0_4_11,train,Disgust,ہٹاؤ اسے پرے کرو,مجھے لگتا ہے یہ ساری نحوست انہی پتلیوں کی وجہ سے ہے,audio/5_0_4_11.wav
10_1_4_42,train,Disgust,پتہ نہیں کیوں چھٹی فل کو اپنے گلے میں ڈال لیا,میں نے ایسا کیا کر دیا تیرے ساتھ,audio/10_1_4_42.wav
1_0_5_24,train,Happy,مجھے کیا ضرورت ہے بیٹی کے سامنے نمبر بنانے کی,اج ہی افس انے کی بات ہوئی اور اج ا بھی گئی ہے بیٹھو نہ بیٹھو,audio/1_0_5_24.wav
1_0_2_25,train,Fear,میں تو اللہ کا شکر ادا کر کرتا ہوں کہ میں نے گیتی کا رشتہ نہیں اس کے ساتھ کر دیا ورنہ میں تو اپنے اپ کو معافی نہیں کرتا,لیکن اس کا یہ مطلب تو نہیں کہ اپ گھر چھوڑ کر جانے کی باتیں کریں,audio/1_0_2_25.wav
9_1_6_32,train,Neutral,آپ جانتے ہیں کہ آپ کا بیٹا ہمیں کیا کہتا ہے,یہ سب کچھ تمہارے بابا کا کیا دھرا ہے,audio/9_1_6_32.wav
1_0_5_47,train,Happy,شانزے سو رہی ہے کیا,مانتے ہیں اس چیز کو کہ ہم بوڑھے ہو گئے ہیں,audio/1_0_5_47.wav
5_0_4_14,train,Disgust,ہاں دماد ہونے کا یہ مطلب نہیں ہے کہ تم حد پار کرو,کیا سمجھتے ہو تم,audio/5_0_4_14.wav
8_1_5_49,train,Happy,بس وہ چند لمحے ہی تو زندگی ہوتے ہیں,میرے پاس تو اپ کو دینے کے لیے کچھ بھی نہیں ہے,audio/8_1_5_49.wav
3_0_3_27,train,Boredom,تم ٹھیک کہتی ہو,تم اس کے حصے کا زیادہ وقت میرے ساتھ گزارنے لگی ہو,audio/3_0_3_27.wav
9_1_3_20,train,Boredom,ہائے اللہ صوبی,ارے کہاں جائے گا یہیں ہوگا,audio/9_1_3_20.wav
7_1_1_15,train,Angry,نہیں اپ لوگوں نے میرے ساتھ مذاق کیا ہے,میری تو کوئی مجھے فون ہی کر لیتے ہیں میری رائے پوچھنے کے لیے,audio/7_1_1_15.wav
2_0_5_26,train,Happy,ہمیں ملوانا تھا نا اس نے,رکھ دیا قدموں میں دل,audio/2_0_5_26.wav
4_0_7_34,train,Sad,سانس لینا تو میری اماں کے لیے بھی مشکل ہو گیا تھا منشی صاحب,کتنی مشکل ہوئی ہوگی نا اماں کو,audio/4_0_7_34.wav
3_0_2_11,train,Fear,پتہ نہیں کیا میں اول فول بک گیا,میں نا میں دراصل پتہ نہیں کیوں,audio/3_0_2_11.wav
6_1_7_35,train,Sad,تو مجھے کچھ سمجھ نہیں آ رہا,ایسا لگتا ہے جیسے میں میں ذرا ذرا کر کے ٹوٹنے لگی ہوں,audio/6_1_7_35.wav
4_0_1_22,train,Angry,سمجھ نہیں ا رہا تیری کیا بول رہا ہوں میں تجھ سے کہ ابا کو تمہاری ضرورت ہے ابا جو بیٹا مجھے میں دیکھنا تھا اگر تجھ میں دیکھ لیں گے تو کیا ہو جائے گا,اور میں میں ایک لمحے کے لیے بھی میرا نہیں سوچا تم نے,audio/4_0_1_22.wav
10_1_4_34,train,Disgust,یہ پنسورہ نہیں ہے جنتری ہے بدبخت,کہ اپ کو اچھے بھلے کا مطلب پتہ بھی ہے,audio/10_1_4_34.wav
6_1_6_02,train,Neutral,میں اور حیا شاپنگ کے لیئے جا رہے تھے سوچا نایاب کو بھی لے جائیں,نہیں شایان ہے نا میرے ساتھ کچھ نہیں ہوگا آپ دعا کریں,audio/6_1_6_02.wav
4_0_2_15,train,Fear,کچھ لمحہ دیر کر دیتا تو بغیر ڈولی کے رخصت ہو جاتی ہے یہ,کاشانہ پیرا کے مرد اتنے بغیرت نہیں ہیں کہ عورت پر ہاتھ اٹھائیں اماں,audio/4_0_2_15.wav
6_1_2_03,train,Fear,زمین تنگ کر دو,میرا ضمیر کیا کہہ رہا ہے کہ مجھے کیا کرنا چاہیے,audio/6_1_2_03.wav
4_0_4_43,train,Disgust,میری ایک بات یاد رکھنا ہمیشہ,اس کسی پہرے سے ڈرا ہے مراد اس رکاوٹ سے کب رکا,audio/4_0_4_43.wav
3_0_1_40,train,Angry,لیکن ہم اسے ہمارے اپنوں میں شامل نہیں سمجھتے,نئیے رشتے کی خاطر اپنے خون کے رشتوں کو بھولتے جا رہے ہیں,audio/3_0_1_40.wav
7_1_2_21,train,Fear,تو پھر اس میں میرا کیا قصور,میں رو اس لیے رہی ہوں کیونکہ میرے لیے یہ بڑی بات ہے,audio/7_1_2_21.wav
8_1_6_42,train,Neutral,ماں کی دعا کامیابی کا سینہ ہوتی ہے,اچھا چلیں کوئی بات نہیں اپ اپنے کام پر دھیان دیجیے,audio/8_1_6_42.wav
3_0_4_06,train,Disgust,کیا کرو گی اس طرح محفوظ ہو کہ,لیکن تم میری باتیں کہاں سمجھو گی,audio/3_0_4_06.wav
7_1_2_31,train,Fear,نہیں مراد یہ نہیں ہو سکتا یہ ہرگز نہیں ہو سکتا,نہیں کروں گی میں اس جھوٹے اور بزدل انسان سے بات,audio/7_1_2_31.wav
2_0_4_11,train,Disgust,تو پھر ٹھیک ہے جب ایف ائی ار کٹ جائے گی ہم اسی وقت انٹیروگیٹ ہوں گے,دیکھو منت اب اس گھر میں اس لڑکی کا ذکر نہیں ہوگا,audio/2_0_4_11.wav
7_1_5_35,train,Happy,یہ تو زبردست ہو گیا,قسمت نہ خود اڑ کے ائے گی تیری بہن کے پاس,audio/7_1_5_35.wav
4_0_4_08,train,Disgust,ہبچپن سے لے کر اج تک کی حفاظت کی ہے میں نے تمہاری,کل تم گاڑی لے کر گئے تھے نا پٹرول نہیں بھروایا,audio/4_0_4_08.wav
1_0_2_45,train,Fear,بات نہیں کریں گے کیوں بات نہیں کروں میں بیٹی کے متعلق بات ہے اور میں بات نہ کروں,تمہارا کیا خیال ہے مجھے اس سے بات نہیں کرنی چاہیے تھی,audio/1_0_2_45.wav
7_1_7_27,train,Sad,مجبور نہیں ہے وہ بزدل ہے,اور بزدل لوگ نا محبت نہیں کر سکتے,audio/7_1_7_27.wav
1_0_5_20,train,Happy,اسی لیے تو جا رہا ہوں,ضرور مجھے مس کر رہی ہوگی تم ہے نا,audio/1_0_5_20.wav
1_0_3_45,train,Boredom,کس کی کیا اوقات ہے یہ دولت نہیں وقت طے کرتا ہے,بہت ضروری کام ہے بھائی,audio/1_0_3_45.wav
1_0_4_09,train,Disgust,ھو میری بھی کیا زندگی ہے ایک عورت ملی اور وہ بھی دھوکہ دے کے چلی گئی,رہنے دو تم پڑھائی پڑھائی کی اتنی فکر ہوتی نا تو دو مضامین میں سپلی نہ اتی تمہاری,audio/1_0_4_09.wav
4_0_1_29,train,Angry,اماں اس سے میرا ہاتھ مانگنے نہیں گئی تھی جھوٹ بولا اماں نے یار مجھ سے,لیکن وہ گھٹیا شخص اس لائق ہی نہیں ہے وہ مرد کہلانے کے لائق ہی نہیں ہے,audio/4_0_1_29.wav
4_0_6_10,train,Neutral,بس پڑ جاتا ہوں یہاں سے ایک بس ہے جو سیدھا مذار پر جاتی ہے,اپ نے میرے حق میں گواہی دی اس کے لیے اپ کا شکریہ ادا کرتا ہوں,audio/4_0_6_10.wav
10_1_3_17,train,Boredom,کبھی میں نے سنی نہیں اپ کی اواز,پتہ نہیں ابا کو ہر بات پر حسن جہان ج کیوں یاد آ جاتی ہے,audio/10_1_3_17.wav
7_1_1_39,train,Angry,ہاں نہیں ملتے بھائی میرے مزاج کسی سے بھی,میں بتا رہی ہوں سب کے منہ پر تیزاب پھینک دوں گی میں,audio/7_1_1_39.wav
9_1_2_36,train,Fear,اور اس حالت میں ہم اسے تکلیف نہیں دے سکتے وہ پہلے ہی بہت دکھ میں ہے,خدا نہ کرے کچھ ہو گیا ایسا ویسا تو ہم کیا کریں گے,audio/9_1_2_36.wav
5_0_4_01,train,Disgust,ضابطے کی کاروائی ہے جی,پہلے انہیں بلایا تھا تو ان کے عقل گھاس چل رہی تھی,audio/5_0_4_01.wav
8_1_4_28,train,Disgust,اور وقت کی سوئیاں اپ کے منتظر رہیں,نہ کیا کریں اپ ایسی باتیں میں اپ کو چھوڑ کر کہیں نہیں جانے والی,audio/8_1_4_28.wav
6_1_7_41,train,Sad,روتی رہتی ہوں کہ شاید وہ کبھی میری سسکی کوئی آہ سن لے مگر,میری آواز تک نہیں سننا چاہتا,audio/6_1_7_41.wav
10_1_7_31,train,Sad,میرا باپ میری ماں کا قاتل ہے,نہیں میری امی کے پاس جاؤ,audio/10_1_7_31.wav
3_0_7_38,train,Sad,اس لیے کہ یہ چھوٹا سا لفظ تمہارے دکھ اور میری ندامت کا مدا نہیں بن سکتا,میں تو تم سے اپنے گناہ کی سزا کی بھیک مانگنے ایا ہوں,audio/3_0_7_38.wav
7_1_7_04,train,Sad,میں بڑے بھیا سے جھوٹ نہیں بولنا چاہتی,پھر اپنے بڑے بھیا کا اعتبار نہیں کھو سکتی,audio/7_1_7_04.wav
7_1_3_23,train,Boredom,نہیں باجی ایسی بات نہیں ہے,اپ کو اماں جی نے نہیں بتایا میں کسی کا احسان بھی نہیں لیتی,audio/7_1_3_23.wav
